"Farm Name","State","City","location","lat","lon"
"Chase Hill Farm","Massachusetts","Warwick","Massachusetts, Warwick",42.6820293,-72.3389743
"Wareham Quail Farm","Massachusetts","West Wareham","Massachusetts, West Wareham",41.7898254,-70.7603143
"Emery Family Farm","Massachusetts","Westborough","Massachusetts, Westborough",42.2694066,-71.6133569
"Yellow Stonehouse Farm","Massachusetts","Westfield","Massachusetts, Westfield",42.1250929,-72.749538
"Outlook Farm","Massachusetts","Westhampton","Massachusetts, Westhampton",42.304369,-72.774825
"Wind Eagle Farm","Massachusetts","Westminster","Massachusetts, Westminster",42.5459227,-71.9106308
"Aeonian Farm","Massachusetts","Westport","Massachusetts, Westport",41.6755383,-71.108758
"Allen Farms","Massachusetts","Westport","Massachusetts, Westport",41.6755383,-71.108758
"C Ledoux Wood Farm","Massachusetts","Westport","Massachusetts, Westport",41.6755383,-71.108758
"Ferry Farm","Massachusetts","Westport","Massachusetts, Westport",41.6755383,-71.108758
"Skinny Dip Farm","Massachusetts","Westport","Massachusetts, Westport",41.6755383,-71.108758
"Stonehaven Farm","Massachusetts","Westport","Massachusetts, Westport",41.6755383,-71.108758
"Sweet Goat Farm","Massachusetts","Westport","Massachusetts, Westport",41.6755383,-71.108758
"Lombrico Farm","Massachusetts","Whately","Massachusetts, Whately",42.4398101,-72.6348118
"Quonquont Farm","Massachusetts","Whately","Massachusetts, Whately",42.4398101,-72.6348118
"Dufresne's Sugar House","Massachusetts","Williamsburg","Massachusetts, Williamsburg",42.3928305,-72.7300929
"North Wind Farm","Massachusetts","Winchendon","Massachusetts, Winchendon",42.6871009,-72.0439529
"Shared Harvest Winter CSA","Massachusetts","Winchester","Massachusetts, Winchester",42.452303,-71.1369959
"Hilltown Market","Massachusetts","Worthington","Massachusetts, Worthington",42.3973092,-72.9356536
"Justamere Tree Farm","Massachusetts","Worthington","Massachusetts, Worthington",42.3973092,-72.9356536
"Rocky Oak Farms","Michigan","Albion","Michigan, Albion",42.243097,-84.7530304
"Maple Crest Farm","Michigan","Alden","Michigan, Alden",44.8811151,-85.2756184
"Old Glory Heritage Farm","Michigan","Alden","Michigan, Alden",44.8811151,-85.2756184
"Ricksgers Ranch","Michigan","Alden","Michigan, Alden",44.8811151,-85.2756184
"Bur Oaks Farm LLC","Michigan","Ann Arbor","Michigan, Ann Arbor",42.2808256,-83.7430378
"EMMA Acres Farm","Michigan","Ann Arbor","Michigan, Ann Arbor",42.2808256,-83.7430378
"Herbs of Light Medicine Farm","Michigan","Ann Arbor","Michigan, Ann Arbor",42.2808256,-83.7430378
"Capella Farm","Michigan","Ann Arbor","Michigan, Ann Arbor",42.2808256,-83.7430378
"Northwest Farm","Michigan","LLC","Michigan, LLC",44.3148443,-85.6023643
"Baumer Farms","Michigan","Aurelius","Michigan, Aurelius",42.5242034,-84.522198
"Bucu Farms","Michigan","Avoca","Michigan, Avoca",43.0611363,-82.6915737
"Birdsong Farm","Michigan","Bangor","Michigan, Bangor",42.3125355,-86.1130794
"Yooper Produce","Michigan","Bark River","Michigan, Bark River",45.7102456,-87.3048536
"Happymess Acres","Michigan","Beaverton","Michigan, Beaverton",43.8822464,-84.4847316
"Klug Orchards","Michigan","Berrien Center","Michigan, Berrien Center",41.9567124,-86.2766818
"Earth First Farms","Michigan","Berrien Center","Michigan, Berrien Center",41.9567124,-86.2766818
"Teenie Greenie Farms","Michigan","Brighton","Michigan, Brighton",42.5294773,-83.7802214
"Frog Holler Farm","Michigan","Brooklyn","Michigan, Brooklyn",42.105874,-84.2482819
"Raub Rae Gardens LLC","Michigan","Brown City","Michigan, Brown City",43.2122486,-82.9896604
"Forest and Farm","Michigan","Cadillac","Michigan, Cadillac",44.2519526,-85.4011619
"J&C Pasture Farms","Michigan","LLC","Michigan, LLC",44.3148443,-85.6023643
"Smith Farmstead","Michigan","LLC","Michigan, LLC",44.3148443,-85.6023643
"Blueridge Blueberry Farm","Michigan","Capac","Michigan, Capac",43.0125509,-82.9344791
"Vollmar Family Farms","Michigan","Caro","Michigan, Caro",43.4911322,-83.396897
"Magnolia Farms","Michigan","Cassopolis","Michigan, Cassopolis",41.9117133,-86.0100068
"Providence Organic Farm","Michigan","Central Lake","Michigan, Central Lake",45.0700047,-85.2645105
"Vermeersch Family Farms","Michigan","Central Lake","Michigan, Central Lake",45.0700047,-85.2645105
"King Orchards","Michigan","Central Lake","Michigan, Central Lake",45.0700047,-85.2645105
"Case Country Farm","Michigan","Chatham","Michigan, Chatham",46.3477228,-86.9290375
"Resonance Center Farm","Michigan","Cheboygan","Michigan, Cheboygan",45.6469563,-84.4744795
"Mastodon Farm","Michigan","Clayton","Michigan, Clayton",41.8633809,-84.2363347
"Myers Beefalo Farm","Michigan","Copemish","Michigan, Copemish",44.4816689,-85.9225807
"City Commons and Food Field","Michigan","Detroit","Michigan, Detroit",42.331427,-83.0457538
"Fisheye Farms","Michigan","Detroit","Michigan, Detroit",42.331427,-83.0457538
"Oakland Avenue Urban Farm","Michigan","Detroit","Michigan, Detroit",42.331427,-83.0457538
"Brother Nature Produce","Michigan","Detroit","Michigan, Detroit",42.331427,-83.0457538
"Buffalo Street Farm","Michigan","Detroit","Michigan, Detroit",42.331427,-83.0457538
"N Kids Farm","Michigan","Dexter","Michigan, Dexter",42.3383697,-83.8885552
"Nature and Nurture Seeds","Michigan","Dexter","Michigan, Dexter",42.3383697,-83.8885552
"BP Farms","Michigan","Dundee","Michigan, Dundee",41.9572676,-83.6596596
"Lyerla Farm","Michigan","East Leroy","Michigan, East Leroy",42.1661559,-85.2174862
"Two Sparrows Farm & Dairy","Michigan","Eaton Rapids","Michigan, Eaton Rapids",42.5092039,-84.655814
"Willowbrook Farm","Michigan","Elsie","Michigan, Elsie",43.0886392,-84.3869261
"Pleasant Hill Farm","Michigan","Fennville","Michigan, Fennville",42.5939168,-86.1017009
"Dee's Lakeshore Farm","Michigan","Fennville","Michigan, Fennville",42.5939168,-86.1017009
"Old Hickory Beefalo Farm","Michigan","Fife Lake","Michigan, Fife Lake",44.5769496,-85.3506136
"Morrison Orchards","Michigan","Fremont","Michigan, Fremont",43.4675173,-85.9420013
"Assink Acres Family Farm","Michigan","Gobles","Michigan, Gobles",42.3608691,-85.8794635
"Dutcher Farm","Michigan","Goetzville","Michigan, Goetzville",46.0580748,-84.0922377
"Lubbers Family Farm","Michigan","Grand Rapids","Michigan, Grand Rapids",42.9633599,-85.6680863
"Reformation Growers","Michigan","Grand Rapids","Michigan, Grand Rapids",42.9633599,-85.6680863
"Robinette's","Michigan","Grand Rapids","Michigan, Grand Rapids",42.9633599,-85.6680863
"Golden Fleece Farm","Michigan","Grass Lake","Michigan, Grass Lake",42.2513671,-84.2131883
"Lauren Family Farm","Michigan","LLC – Gwinn","Michigan, LLC – Gwinn",46.2810556,-87.4409718
"Willow Garden","Michigan","Hanover","Michigan, Hanover",42.1011532,-84.5519003
"Michigan Heirlooms","Michigan","Highland","Michigan, Highland",39.8768728,-86.2018717
"Two Hounds Farm","Michigan","Highland","Michigan, Highland",39.8768728,-86.2018717
"Bowerman Blueberries","Michigan","Holland","Michigan, Holland",42.7875235,-86.1089301
"Full Moon Lavender Farm","Michigan","Howell","Michigan, Howell",42.6072552,-83.9293952
"Cross W Organics","Michigan","Howell","Michigan, Howell",42.6072552,-83.9293952
"Webbed Foot Pines","Michigan","Jasper","Michigan, Jasper",41.7933831,-84.0405002
"Tiny Giant Farm","Michigan","Kalamazoo","Michigan, Kalamazoo",42.2917069,-85.5872286
"River Valley Farms & Meats","Michigan","Kingsley","Michigan, Kingsley",44.5847251,-85.5358994
"Wayward Farm","Michigan","Lake","Michigan, Lake",43.4501005,-87.2220187
"Red Rock Farm","Michigan","Lake Linden","Michigan, Lake Linden",47.1940924,-88.4073392
"Stony Croft Farms","Michigan","LLC","Michigan, LLC",44.3148443,-85.6023643
"Bliss Valley Farm LLC","Michigan","Levering","Michigan, Levering",45.6358445,-84.786994
"Jim Nickelson's Christmas Trees","Michigan","Ludington","Michigan, Ludington",43.9552825,-86.4525831
"Alice's Iris Farm","Michigan","Mancelona","Michigan, Mancelona",44.902229,-85.0608848
"Old Boathouse Organic Produce","Michigan","Maple City","Michigan, Maple City",44.8554579,-85.855573
"Farm & Forest","Michigan","Mason","Michigan, Mason",42.5792027,-84.4435845
"Gromak Farm","Michigan","Mayville","Michigan, Mayville",43.3369682,-83.3524502
"Crane Dance Farm","Michigan","Middleville","Michigan, Middleville",42.7130889,-85.4619599
"Lavender Lane Farm","Michigan","Milan","Michigan, Milan",42.0853204,-83.6824384
"John Henry's Meats","Michigan","Millington","Michigan, Millington",43.2814132,-83.5296774
"Tortoise & Hare Farm","Michigan","Muskegon","Michigan, Muskegon",43.2341813,-86.2483921
"Nodding Thistle Farm","Michigan","Nashville","Michigan, Nashville",42.6028137,-85.0930536
"Shoreline Hemp Farms","Michigan","New Era","Michigan, New Era",43.5591757,-86.3456284
"Uhlianuk Farm","Michigan","North Branch","Michigan, North Branch",43.2294705,-83.1966117
"White Pine Farm","Michigan","North Branch","Michigan, North Branch",43.2294705,-83.1966117
"Hicks Organic Dairy","Michigan","North Branch","Michigan, North Branch",43.2294705,-83.1966117
"Green Bird Organic Cellars & Farm","Michigan","Northport","Michigan, Northport",45.1313875,-85.6167509
"Addison","Michigan","Oaks Farm","Michigan, Oaks Farm",44.3148443,-85.6023643
"Bonz Beach Farms","Michigan","Onaway","Michigan, Onaway",45.3575121,-84.223903
"The 7 Crooked Onions Garden Farm","Michigan","Onaway","Michigan, Onaway",45.3575121,-84.223903
"Wilcox Heritage Farm","Michigan","Ovid","Michigan, Ovid",43.0058618,-84.3716438
"American Heritage Farm","Michigan","Perry","Michigan, Perry",42.8264205,-84.2194127
"Maple Moon Sugarbush and Winery","Michigan","Petoskey","Michigan, Petoskey",45.3733428,-84.9553296
"Scheel Family Farm & Flour Mill","Michigan","Petoskey","Michigan, Petoskey",45.3733428,-84.9553296
"Presque Isle Farm","Michigan","Posen","Michigan, Posen",45.2619573,-83.6988783
"Bella Farm","Michigan","Rapid River","Michigan, Rapid River",45.9266383,-86.9670603
"Virgin Earth Farm","Michigan","Republic","Michigan, Republic",46.4066056,-87.9756902
"Demiglio Polled Herefords","Michigan","Richmond","Michigan, Richmond",42.8091969,-82.7557554
"KKR Rock’N’R Farm","Michigan","Rockford","Michigan, Rockford",43.1200272,-85.5600316
"Detroit Flight Path Farm","Michigan","Romulus","Michigan, Romulus",42.2222614,-83.3965994
"WLS Organic Acres","Michigan","Saline","Michigan, Saline",42.1667072,-83.7816075
"Gourmet Mushrooms, Inc. , Scottville","Michigan","Scottville","Michigan, Scottville",43.9547284,-86.2800787
"Maple Moon Farm","Michigan","Shelby","Michigan, Shelby",42.6841189,-83.0344366
"Wandering Winds Farm","Michigan","Spruce","Michigan, Spruce",44.8440464,-83.4657854
"Tail Spin Farm","Michigan","St. Johns","Michigan, St. Johns",43.001143,-84.5591521
"Mi Farm Co","Michigan","Op","Michigan, Op",44.3148443,-85.6023643
"Mawby Vineyards","Michigan","Suttons Bay","Michigan, Suttons Bay",44.9766663,-85.6506387
"Two K Farms Cidery and Winery","Michigan","Suttons Bay","Michigan, Suttons Bay",44.9766663,-85.6506387
"Harvey's Farm","Michigan","Tekonsha","Michigan, Tekonsha",42.0933791,-84.985805
"Birch Point Farm","Michigan","Traverse City","Michigan, Traverse City",44.7630567,-85.6206317
"Warren Orchards","Michigan","Traverse City","Michigan, Traverse City",44.7630567,-85.6206317
"Homakie Farms","Michigan","Unionville","Michigan, Unionville",43.6536297,-83.4660708
"S & T Farms","Michigan","Unionville","Michigan, Unionville",43.6536297,-83.4660708
"Michigan Organic Food and Farm Alliance (MOFFA)","Michigan","Upper Marlboro","Michigan, Upper Marlboro",44.3148443,-85.6023643
"Lacksheide Farms","Michigan","Vermontville","Michigan, Vermontville",42.6289247,-85.0241621
"Starz Orchard","Michigan","Wallace","Michigan, Wallace",45.3260162,-87.6142029
"Divine Harvest Farms","Michigan","Wheeler","Michigan, Wheeler",43.4054531,-84.4172666
"Provision Family Farms","Michigan","White Cloud","Michigan, White Cloud",43.5502974,-85.771997
"Reinbold Organic Farms","Michigan","Whitmore Lake","Michigan, Whitmore Lake",42.439479,-83.7438303
"FlowerEssence of Blue Barn Farm","Michigan","Williamston","Michigan, Williamston",42.6889235,-84.2830245
"Zumo Eco-Farm","Michigan","Williamston","Michigan, Williamston",42.6889235,-84.2830245
"Moonlight Mile Herb Farm","Michigan","Willis","Michigan, Willis",42.1583697,-83.5586429
"Michigan Flower Growers Cooperative","Michigan","Ypsilanti","Michigan, Ypsilanti",42.2411499,-83.6129939
"Country Winds Farm","Michigan","Zeeland","Michigan, Zeeland",42.8125246,-86.018651
"Maple Ridge Produce, Aitkin","Minnesota","Aitkin","Minnesota, Aitkin",46.5330129,-93.7102493
"Farmer John's Pumpkin Patch, Austin","Minnesota","Austin","Minnesota, Austin",43.6666296,-92.9746367
"The Honeyberry Farm","Minnesota","Bagley","Minnesota, Bagley",47.5216231,-95.3983491
"Mohs Dairy","Minnesota","Belgrade","Minnesota, Belgrade",45.4530207,-95.0044608
"Iverson Tree Farm","Minnesota","Belview","Minnesota, Belview",44.6052358,-95.3294509
"The Red Barn Family Farm","Minnesota","Bemidji","Minnesota, Bemidji",47.471573,-94.8826861
"Green Haven Farm Market LLC","Minnesota","Big Lake","Minnesota, Big Lake",45.3325319,-93.7419723
"Brownton Community Garden","Minnesota","Brownton","Minnesota, Brownton",44.7338888,-94.3525
"Trumpeter Swan Farm","Minnesota","Buffalo","Minnesota, Buffalo",45.1717846,-93.8747929
"Gilchrist Orchard","Minnesota","Buffalo","Minnesota, Buffalo",45.1717846,-93.8747929
"Country Taste Farm","Minnesota","Cambridge","Minnesota, Cambridge",45.5656755,-93.2258999
"K Creek Ranch","Minnesota","Canby","Minnesota, Canby",44.7088525,-96.2764335
"Petersen Tree Farm","Minnesota","Clear Lake","Minnesota, Clear Lake",45.4466203,-93.9963128
"Dancing the Land Farm","Minnesota","Clearwater","Minnesota, Clearwater",27.9817582,-82.7952008
"Hale’s Sugarbush","Minnesota","Cottage Grove","Minnesota, Cottage Grove",44.8277446,-92.9438218
"Grassy Oaks Herefords","Minnesota","Cukato","Minnesota, Cukato",NA,NA
"Lac qui Parle Valley Vineyard","Minnesota","Dawson","Minnesota, Dawson",44.9309043,-96.0545938
"Dehn’s Pumpkins","Minnesota","Dayton","Minnesota, Dayton",45.243854,-93.5149576
"Joe’s Sandy Hill Vineyard & Produce","Minnesota","Deer River","Minnesota, Deer River",47.3328773,-93.793048
"Uncle Herman's Farm","Minnesota","Duluth","Minnesota, Duluth",46.7866719,-92.1004852
"Sörestad Farmstand","Minnesota","Duluth","Minnesota, Duluth",46.7866719,-92.1004852
"Farm Lande","Minnesota","Duluth","Minnesota, Duluth",46.7866719,-92.1004852
"Uncle Herman’s Farm LLC","Minnesota","Duluth","Minnesota, Duluth",46.7866719,-92.1004852
"Berries ETC","Minnesota","Duluth","Minnesota, Duluth",46.7866719,-92.1004852
"ANJ Meadows","Minnesota","Elbow Lake","Minnesota, Elbow Lake",45.9905556,-95.9755556
"Prairie Hollow Farm","Minnesota","Elgin","Minnesota, Elgin",44.1302435,-92.2515588
"Hidden Stream Farm","Minnesota","Elgin","Minnesota, Elgin",44.1302435,-92.2515588
"Bee Sweet Honey","Minnesota","Elk River","Minnesota, Elk River",45.303218,-93.5547381
"Johnson Orchard LLC","Minnesota","Ellendale","Minnesota, Ellendale",43.8727383,-93.3013213
"Yellow Rose Organic","Minnesota","Fargo","Minnesota, Fargo",46.8771863,-96.7898034
"Straight River Farm","Minnesota","Faribault","Minnesota, Faribault",44.2949636,-93.268827
"Schlangen Family Farm","Minnesota","Freeport","Minnesota, Freeport",45.663462,-94.6901184
"Star of the North Bean","Minnesota","Gary","Minnesota, Gary",47.3713527,-96.2675572
"Roman Sky Farms","Minnesota","Gibbon","Minnesota, Gibbon",44.5338518,-94.5263709
"Craig Hurner Farm","Minnesota","Glyndon","Minnesota, Glyndon",46.8772557,-96.5788187
"E & T Holdings","Minnesota","Grand Rapids","Minnesota, Grand Rapids",47.2371658,-93.5302142
"Streblow Family Farm","Minnesota","Granite Falls","Minnesota, Granite Falls",44.8099575,-95.5455752
"Rapha Farms LLC","Minnesota","Greenfield","Minnesota, Greenfield",45.1032966,-93.6913527
"Jonesey Berry Farm LLC","Minnesota","Grove City","Minnesota, Grove City",45.1493224,-94.6805418
"Far North Spirits","Minnesota","Hallock","Minnesota, Hallock",48.7744263,-96.946447
"Last Chance Ranch","Minnesota","Hallock","Minnesota, Hallock",48.7744263,-96.946447
"Hugh's Gardens LLC","Minnesota","Halsted","Minnesota, Halsted",NA,NA
"Zewers Farm","Minnesota","Harris","Minnesota, Harris",45.5860723,-92.9745964
"Bee Wrangler LLC","Minnesota","Harris","Minnesota, Harris",45.5860723,-92.9745964
"Owl Bluff Farm LLC","Minnesota","Houston","Minnesota, Houston",43.7632995,-91.5684764
"Niemczyk Gardens","Minnesota","Hugo","Minnesota, Hugo",45.159964,-92.9933412
"New Story Farm","Minnesota","Hutchinson","Minnesota, Hutchinson",44.8925483,-94.3692926
"The Farm of Minnesota","Minnesota","Hutchinson","Minnesota, Hutchinson",44.8925483,-94.3692926
"Hamilton Homestead","Minnesota","Iron","Minnesota, Iron",47.4188889,-92.6033333
"Dragonfly Bay Garlic Company","Minnesota","Isanti","Minnesota, Isanti",45.4894008,-93.2476091
"Witzel Farm and Garden","Minnesota","Kasson","Minnesota, Kasson",44.0295675,-92.7509042
"Mountainland Timber Tree Farm","Minnesota","Kellogg","Minnesota, Kellogg",44.3085769,-91.9957204
"Seven Songs Organic Farm","Minnesota","Kenyon","Minnesota, Kenyon",44.2721868,-92.985484
"Pastures A Plenty Co & Farm","Minnesota","Kerkhoven","Minnesota, Kerkhoven",45.1930165,-95.3205768
"Hoch Orchard and Gardens","Minnesota","LaCrescent","Minnesota, LaCrescent",43.8264695,-91.3035514
"Nature's Pantry","Minnesota","Lafayette","Minnesota, Lafayette",44.4466306,-94.3952541
"Gifford’s Tree Farm","Minnesota","Lakeville","Minnesota, Lakeville",44.6496868,-93.24272
"Leafy Legacy Herb Farm","Minnesota","Lanesboro","Minnesota, Lanesboro",43.7187813,-91.9759204
"Prairie Plum Farm","Minnesota","Mabel","Minnesota, Mabel",43.5206612,-91.7660525
"Alternative Roots Farm","Minnesota","Madelia","Minnesota, Madelia",44.0507937,-94.4182981
"Sheepy Hollow at Native Oaks Farm","Minnesota","Maple Plain","Minnesota, Maple Plain",45.0067822,-93.6555315
"Pettit Pastures LLC","Minnesota","Milaca","Minnesota, Milaca",45.755799,-93.6544079
"Wagner Organic Dairy","Minnesota","Millerville","Minnesota, Millerville",46.0674611,-95.5625433
"Tangletown Gardens LLC","Minnesota","Minneapolis","Minnesota, Minneapolis",44.977753,-93.2650108
"California Street Farm","Minnesota","Minneapolis","Minnesota, Minneapolis",44.977753,-93.2650108
"Callens Honey Farm","Minnesota","Minneota","Minnesota, Minneota",44.5588502,-95.9855862
"Strawberry Basket & Big Woods Nectar","Minnesota","Monticello","Minnesota, Monticello",45.3055201,-93.7941378
"Kreps Family Farm","Minnesota","Moorhead","Minnesota, Moorhead",46.8737648,-96.7678039
"Sapsucker Farms","Minnesota","Mora","Minnesota, Mora",45.8769031,-93.2938352
"Linden Grange Pasture Based Farm","Minnesota","Mora","Minnesota, Mora",45.8769031,-93.2938352
"Morgan Creek Vineyards","Minnesota","New Ulm","Minnesota, New Ulm",44.3144394,-94.4593018
"Dew Drop Farms","Minnesota","New York Mills","Minnesota, New York Mills",46.518016,-95.3761465
"Hermanson Harvest","Minnesota","Nicollet","Minnesota, Nicollet",44.2760774,-94.1874633
"Tiffany Hedican CSA","Minnesota","North Branch","Minnesota, North Branch",45.5102135,-92.9931054
"Free Future Mushrooms","Minnesota","North Branch","Minnesota, North Branch",45.5102135,-92.9931054
"Spring Wind Farm","Minnesota","Northfield","Minnesota, Northfield",44.4582983,-93.161604
"Open Hands Farm CSA","Minnesota","Northfield","Minnesota, Northfield",44.4582983,-93.161604
"Fluff Life Farm","Minnesota","Oak Grove","Minnesota, Oak Grove",45.3407981,-93.326897
"Brown Family Farm","Minnesota","Oak Park","Minnesota, Oak Park",45.6977455,-93.8180289
"Nelson Grass Farm","Minnesota","Ogilvie","Minnesota, Ogilvie",45.8321825,-93.4263416
"Mixed Forage Farms","Minnesota","Park Rapids","Minnesota, Park Rapids",46.9221813,-95.0586322
"The Gothic Farmstead","Minnesota","Pine City","Minnesota, Pine City",45.8229105,-92.9703435
"Prairies Past","Minnesota","Pipestone","Minnesota, Pipestone",43.9985815,-96.3128117
"Farm Farm CSA","Minnesota","Princeton","Minnesota, Princeton",45.569965,-93.5816278
"The 100 Acre Homestead","Minnesota","Princeton","Minnesota, Princeton",45.569965,-93.5816278
"Willow Brooke Farm","Minnesota","Red Wing","Minnesota, Red Wing",44.5660691,-92.5369563
"Johnston Honey","Minnesota","Rochester","Minnesota, Rochester",44.0121221,-92.4801989
"Treasured Haven Farm","Minnesota","Rush City","Minnesota, Rush City",45.6855144,-92.9654903
"BirdDog Farms LLC","Minnesota","Shafer","Minnesota, Shafer",45.3869076,-92.7477114
"Clover Bee Farm","Minnesota","Shafer","Minnesota, Shafer",45.3869076,-92.7477114
"Northern Light Farm","Minnesota","Solway","Minnesota, Solway",47.5190848,-95.1293899
"Nettle Valley Farm LLC","Minnesota","Spring Grove","Minnesota, Spring Grove",43.5610799,-91.6359787
"Bar Bell Bee Ranch","Minnesota","Squaw Lake","Minnesota, Squaw Lake",47.6324527,-94.1363333
"Honeydew Fields","Minnesota","St. Cloud","Minnesota, St. Cloud",45.5579451,-94.1632404
"Barthel’s River Road Gold LLC","Minnesota","St. Michael","Minnesota, St. Michael",45.209964,-93.6649642
"Grounded Gardens","Minnesota","St. Paul","Minnesota, St. Paul",44.9537029,-93.0899578
"Goettl Grove LLC","Minnesota","St. Peter","Minnesota, St. Peter",44.3258932,-93.955691
"Barry’s Cherries Hydroponic Produce","Minnesota","Staples","Minnesota, Staples",46.3557159,-94.794844
"Suri Serenade Alpacas","Minnesota","Stillwater","Minnesota, Stillwater",45.056004,-92.8088443
"The Salty Hen Farm","Minnesota","Stillwater","Minnesota, Stillwater",45.056004,-92.8088443
"Pleasant Valley Orchard","Minnesota","Taylors Falls","Minnesota, Taylors Falls",45.4019062,-92.6524292
"School House Place","Minnesota","Twin Lakes","Minnesota, Twin Lakes",43.5596778,-93.4229885
"Havlicek's Veseli Vrsek Orchard","Minnesota","Veseli","Minnesota, Veseli",44.5149633,-93.4599494
"Hartman Garden Center and Tree Farm","Minnesota","Victoria","Minnesota, Victoria",44.8587227,-93.6615338
"Bluff Valley Farm Inc.","Minnesota","Wabasha","Minnesota, Wabasha",44.3754518,-92.0236059
"Beulke Farms","Minnesota","Wanamingo","Minnesota, Wanamingo",44.3044091,-92.7904749
"Nohner Herefords","Minnesota","Watkins","Minnesota, Watkins",45.3152415,-94.4086029
"Wildwood Wonders","Minnesota","Wells","Minnesota, Wells",43.7452327,-93.7238358
"Bremer Polled Herefords","Minnesota","Zumbro Falls","Minnesota, Zumbro Falls",44.2833001,-92.4221257
"Tubby Creek Farm","Mississippi","Ashland","Mississippi, Ashland",34.832872,-89.1759026
"Hillside Farms","Mississippi","Banner","Mississippi, Banner",34.0887211,-89.3847989
"Lowland Cattle Co.","Mississippi","Bassfield","Mississippi, Bassfield",31.4965591,-89.7395195
"Punkin Ridge Farm","Mississippi","Beaumont","Mississippi, Beaumont",30.0554135,-94.2067435
"Southern Shine Pastures","Mississippi","Belden","Mississippi, Belden",34.3105928,-88.7882609
"River Road Pecans","Mississippi","Benoit","Mississippi, Benoit",33.6515013,-91.0095508
"Dogtrot Farms","Mississippi","Bentonia","Mississippi, Bentonia",32.6409711,-90.3648139
"Allen Farms","Mississippi","Booneville","Mississippi, Booneville",34.6581596,-88.5667036
"Alderman Farms","Mississippi","Brookhaven","Mississippi, Brookhaven",31.5790588,-90.4406506
"Bruce Sweet Potato","Mississippi","Bruce","Mississippi, Bruce",33.9920552,-89.3489641
"Thompson Farms","Mississippi","Bruce","Mississippi, Bruce",33.9920552,-89.3489641
"Evans Hay","Mississippi","Byhalia","Mississippi, Byhalia",34.8723179,-89.6906396
"Smooth Moves Ranch","Mississippi","Byhalia","Mississippi, Byhalia",34.8723179,-89.6906396
"LaRose Farm","Mississippi","Byram","Mississippi, Byram",32.1793163,-90.2453671
"Green Acres Nursery","Mississippi","Carriere","Mississippi, Carriere",30.6166573,-89.6521016
"Lorens Longleaf Ranch","Mississippi","Carriere","Mississippi, Carriere",30.6166573,-89.6521016
"Tender Wellness Farm","Mississippi","Carriere","Mississippi, Carriere",30.6166573,-89.6521016
"High Hope Farm","Mississippi","Cedar Bluff","Mississippi, Cedar Bluff",33.5867866,-88.8322762
"Lazy Acres","Mississippi","Chunky","Mississippi, Chunky",32.3256996,-88.9281082
"Mitchell Family Farms LLC","Mississippi","Collins","Mississippi, Collins",31.645443,-89.5553465
"Saulters Farms","Mississippi","Collins","Mississippi, Collins",31.645443,-89.5553465
"Shirley's Tree Farm","Mississippi","Columbus","Mississippi, Columbus",33.4956744,-88.4272627
"Walking W Cattle Company","Mississippi","Columbus","Mississippi, Columbus",33.4956744,-88.4272627
"Home Place Pastures","Mississippi","Como","Mississippi, Como",34.5106609,-89.9398117
"Yellow Rose Farms","Mississippi","Como","Mississippi, Como",34.5106609,-89.9398117
"Two Feathers Ranch LLC","Mississippi","Corinth","Mississippi, Corinth",34.9342548,-88.5222702
"Camp Cattle Company","Mississippi","Dumas","Mississippi, Dumas",34.6403752,-88.8439482
"Hays Berry Farms","Mississippi","Dumas","Mississippi, Dumas",34.6403752,-88.8439482
"Kent Ridge Farm","Mississippi","Dumas","Mississippi, Dumas",34.6403752,-88.8439482
"Grazing Way Farm","Mississippi","Ellisville","Mississippi, Ellisville",31.6040538,-89.1956142
"Burnt Corn Farm","Mississippi","Flora","Mississippi, Flora",32.5431957,-90.3092574
"Salad Days","Mississippi","Flora","Mississippi, Flora",32.5431957,-90.3092574
"Swinging Diamond C Farm","Mississippi","Florence","Mississippi, Florence",32.1544162,-90.1239399
"Double J Cattle Company","Mississippi","Glen","Mississippi, Glen",34.8576658,-88.4161523
"Warrior Rendezvous Farm Stay","Mississippi","Glen","Mississippi, Glen",34.8576658,-88.4161523
"Southern H LLC","Mississippi","Golden","Mississippi, Golden",34.4884307,-88.1886539
"Delta Bear Farms","Mississippi","Greenville","Mississippi, Greenville",33.399661,-91.0377029
"Everett Homestead","Mississippi","Greenwood","Mississippi, Greenwood",33.5162315,-90.1795281
"D J's Farm","Mississippi","Grenada","Mississippi, Grenada",33.7690049,-89.8084192
"Rogues Hollow Farm","Mississippi","Gulfport","Mississippi, Gulfport",30.3674198,-89.0928155
"Second Chance Brangus","Mississippi","Gulfport","Mississippi, Gulfport",30.3674198,-89.0928155
"Noni-Pops Goat Farm","Mississippi","Hamilton","Mississippi, Hamilton",33.740225,-88.4116881
"Pearl River Apiaries","Mississippi","Harrisville","Mississippi, Harrisville",31.9723781,-90.0778615
"Simply Dunn Honey","Mississippi","Hattiesburg","Mississippi, Hattiesburg",31.3271189,-89.2903392
"Triple R Farms","Mississippi","Hattiesburg","Mississippi, Hattiesburg",31.3271189,-89.2903392
"Gnarled Oak Farm","Mississippi","Hernando","Mississippi, Hernando",34.823987,-89.9937018
"Ole Cappy's Honey","Mississippi","Hernando","Mississippi, Hernando",34.823987,-89.9937018
"Bottle Tree Poultry Farm","Mississippi","Holly Springs","Mississippi, Holly Springs",34.7675967,-89.4486894
